Fitness 0,Fitness 1,Fitness 2,Fitness 3,Fitness 4,Fitness 5,Fitness 6,Fitness 7,Fitness 8,Fitness 9
4.724113455312344,4.724113455312344,4.724113455312344,4.724113455312344,4.724113455312344,4.724113455312344,4.724113455312344,4.724113455312344,5.067193797879189,4.724113455312344
4.107992623303277,4.107992623303277,4.107992623303277,4.107992623303277,4.107992623303277,4.107992623303277,4.718588005707263,4.107992623303277,4.107992623303277,4.297276560483581
3.426739375339926,3.426739375339926,3.426739375339926,3.426739375339926,3.426739375339926,3.426739375339926,3.841556438557801,3.426739375339926,3.426739375339926,3.426739375339926
3.081733046737569,3.081733046737569,3.081733046737569,3.199130411895299,3.20708269531596,3.081733046737569,3.2070081999743967,3.222365942816528,3.081733046737569,3.1194886579627443
2.87951384716552,2.87951384716552,2.87951384716552,2.87951384716552,2.87951384716552,2.87951384716552,2.87951384716552,2.87951384716552,2.87951384716552,2.87951384716552
2.015857849113761,2.015857849113761,2.015857849113761,2.204211817575485,2.150557497310704,2.015857849113761,2.015857849113761,2.278557607723003,2.015857849113761,2.015857849113761
3.020233114326225,2.610923083441046,2.5455778866147822,2.814023637147084,2.2657184679092373,2.0733491211764528,3.1583018490231214,3.013737046969605,2.66976239195441,2.6523352884582923
2.658078786826933,1.4541230744613969,1.5547049544407574,1.4858756225704837,1.4541230744613969,1.4541230744613969,1.4541230744613969,1.999151806839211,1.4541230744613969,1.4541230744613969
2.0932798772001573,2.023066450419789,1.952862599915389,1.8505222975252744,2.374353499861213,2.4267245710571728,2.377841842419456,2.4232921470772832,1.684781508620366,2.336799620975972
5.42801986024285,5.44122257398184,5.471317538372071,5.167907181525415,5.381080991672952,5.282022433444592,5.055197647921069,5.498840710991621,5.320313981516785,5.368038512511475
2.251037362942156,2.1517884033926773,2.157412187058482,2.2207808794807264,2.1517884033926773,2.1517884033926773,2.331444596916491,2.1517884033926773,2.1517884033926773,2.3487478059305698
3.8071892087345702,3.8071892087345702,3.8071892087345702,3.8071892087345702,3.8071892087345702,3.8071892087345702,3.8071892087345702,3.8071892087345702,3.8071892087345702,3.8071892087345702
3.7009074460160822,3.280561872495949,2.7666299846222504,2.829621862010369,2.1208178185060143,4.920530001370589,4.509097697145469,2.1208178185060143,2.1208178185060143,3.229703089209353
1.6150653415795346,2.312751937494013,2.032719740022111,2.932988552103509,2.320547021208142,2.909458058044313,2.7156105337128,2.5353942343679323,2.370766406155607,2.546484039666266
5.396570883702352,4.840330031262294,4.840330031262294,4.840330031262294,4.840330031262294,4.961097197539055,5.005511752701861,5.058620292331427,5.233299645891195,5.474291845778725
2.7851801282685864,2.624293146311012,2.7569334896897457,3.100568965475963,2.483570878868389,3.160014928172064,2.864235386787451,3.596870042938352,2.1305948058829145,3.331382925022376
4.545978736565133,4.545978736565133,4.545978736565133,4.545978736565133,4.545978736565133,4.545978736565133,6.257283106992225,4.545978736565133,4.545978736565133,4.545978736565133
5.332477798650842,5.332477798650842,5.332477798650842,5.332477798650842,5.332477798650842,5.332477798650842,5.332477798650842,5.332477798650842,5.332477798650842,5.332477798650842
4.270299225185815,4.980130323227137,4.270299225185815,4.381394805583003,4.291609368783202,4.436911670696042,4.307180131255524,5.355135586142638,4.527107735410137,4.270299225185815
3.844678504662642,4.125519554323472,3.844678504662642,3.982838353408575,4.129416616836656,3.844678504662642,3.844678504662642,3.844678504662642,4.012866547219378,4.0945728665115535
4.343155562849962,4.3177486391973385,4.181055671812542,4.479887708890312,4.453795899905237,3.869516432789304,4.036807758791894,4.236832902877507,4.377337699624981,4.879722168685625
3.632816456059791,3.185980652107436,4.867343455566381,3.185980652107436,3.327417506229294,3.185980652107436,3.185980652107436,3.185980652107436,3.185980652107436,4.211822675397976
2.15141149261662,2.076924974874527,2.7895518565834645,2.076924974874527,2.076924974874527,2.900302142993896,3.038027276227692,2.643124397613572,2.076924974874527,3.2523228759795506
2.0448943184094523,1.92267822319718,2.2989980722427426,1.92267822319718,1.92267822319718,1.92267822319718,1.92267822319718,3.653339190540513,1.92267822319718,1.92267822319718
5.470261463635529,5.470261463635529,5.470261463635529,5.470261463635529,5.470261463635529,5.470261463635529,5.470261463635529,5.470261463635529,5.470261463635529,5.470261463635529
4.723041586027288,4.737397723699697,4.723041586027288,4.723041586027288,4.905629394846798,4.723041586027288,4.723041586027288,4.723041586027288,4.723041586027288,4.723041586027288
3.625043395102161,3.625043395102161,3.625043395102161,3.625043395102161,3.625043395102161,4.383438776629879,3.625043395102161,3.625043395102161,3.661120400754322,3.9582411224041736
4.688519173937815,4.56176339303669,4.6218180724580185,4.865271339706125,5.050535973944379,4.574615319128139,4.746891427369873,4.911552127033676,4.745268384257435,4.8592121350837045
3.000232492892808,2.7824671618404566,2.569837427715282,3.3104219061375555,2.477748836083921,2.645384173200827,3.3036609660922727,3.091893605170409,2.9009427054154138,2.7338138830153755
4.431330584716962,5.273441926106767,3.9838335808335934,4.479866171667095,4.648493284888564,4.533612288881163,3.873361211649765,4.724958126512565,4.650755250358864,4.548928753434427
3.596640980693657,3.9221294009794208,3.483270219164669,3.390327423699334,4.145034688229738,4.510577507749012,3.815393061588256,3.2178266020585795,3.665798673508714,4.240553725400027
2.8247012166863064,2.8046072768442727,2.838433038732549,2.731734864190566,2.6445585274395365,2.460273036540412,2.8251271661879533,2.781329408392231,2.659755123442902,1.933867489526937
3.490360169152644,3.239588208255165,3.554359978943848,3.509774771889643,3.135574318578652,3.1376759898521738,3.874449938085758,4.152939572515586,2.029840010894399,3.788015511276057
1.740995503472252,2.01896271101685,1.6235710215045671,1.83410682777166,1.6953114093033588,2.169161273900667,1.6248876400504075,2.049263544017347,1.575931378822384,1.5145937412300212
1.830894183786376,1.8368506221237049,2.0264479903649386,2.29853578005264,1.453311774157063,1.605444732844764,1.899776842101836,1.6562453346337715,1.8244058678246176,1.633143877093329
4.470777321983959,4.717942144509456,4.172904338885067,3.992613790093525,5.035860152383091,4.205070140399856,4.7218053211084765,4.221450047230838,4.391129957506912,4.550145177250162
3.5125800279661203,3.5125800279661203,3.5125800279661203,3.5125800279661203,3.5125800279661203,3.5125800279661203,3.5125800279661203,3.5125800279661203,3.5125800279661203,3.5125800279661203
4.532664111437494,4.866601964798723,3.967979299475061,4.151317338229433,4.204486694103087,4.449394761070494,4.572723909284616,5.115258144693017,3.967979299475061,3.967979299475061
2.515054103622376,2.8645563919529327,2.635665433686924,3.0949326937770234,2.5297343702045976,2.6491550158772994,2.625273033940054,2.692146128171054,2.427977488410608,4.023930944771258
2.6742044054659773,2.42053524238048,2.475036153409366,2.9728908618630703,2.4659970658583665,2.5091891994964133,2.4517220508069424,2.636155691013709,2.348122353721536,2.6766949455917497
2.5403352229113456,2.7521129839034173,2.2596113860632774,2.7262202887362443,2.731214718095452,2.59424473945565,2.704819312123145,2.6758770891827366,2.576759051163531,2.611719065205741
3.2955429480095533,3.2955429480095533,3.2955429480095533,3.327342707252284,3.2955429480095533,3.2955429480095533,3.2955429480095533,3.2955429480095533,3.2955429480095533,3.2955429480095533
5.104304231597763,5.104304231597763,5.104304231597763,5.104304231597763,5.104304231597763,5.220630171793814,5.111057743878113,5.104304231597763,5.104304231597763,5.104304231597763
3.178299945164283,4.224619448645796,3.1211029678423063,2.8855104463601973,2.8210119200112245,4.796955419404793,4.13964993114868,3.0121946791295717,3.468089216842363,2.716998833638026
2.0780763609528075,3.04495960834996,2.357585357970549,3.196686536806428,2.350799365278393,2.199559345743749,2.327215914799926,2.2815778029806064,2.389455013435233,2.5738813310291087
2.185475982439453,2.436378880015308,1.992064300701088,2.557734969180349,2.77886035280759,2.7993600164323964,2.411691957054316,2.249523178771922,2.385109892090755,2.2938591293001225
4.600952520554395,4.517069252641337,4.517069252641337,4.769290675213289,4.539398987931555,5.1406054937100665,4.517069252641337,4.540134940219136,4.650689058632145,4.620666376376065
2.770770616192374,3.40958002983012,2.6340970758358337,2.8655353550857607,2.4364550441002986,2.56976511073705,2.952620444715415,3.436159066794048,2.935941830705411,2.8535881867863377
2.0908593431145275,1.3819699052225556,1.3819699052225556,1.3819699052225556,1.5998823675645872,1.6972081200670417,1.394600798529796,1.589053104398717,2.4138434369796653,1.8734370939302745
2.290786493094901,2.4910583474725905,1.816897315689716,2.2037376581824364,1.4500639658598575,1.7285098305438698,1.3633365762393324,1.898663337774806,1.3873912232073844,1.3224034990191014
4.547096009620314,4.547096009620314,4.547096009620314,4.547096009620314,4.547096009620314,4.547096009620314,4.547096009620314,4.547096009620314,4.547096009620314,4.547096009620314
4.4587067835213725,4.4587067835213725,4.4587067835213725,4.4587067835213725,4.727750807410033,4.684736405014179,4.4587067835213725,4.624804059146418,4.4587067835213725,4.4587067835213725
