Fitness 0,Fitness 1,Fitness 2,Fitness 3,Fitness 4,Fitness 5,Fitness 6,Fitness 7,Fitness 8,Fitness 9
5.818817682309644,6.109223761573345,6.1203287838496925,6.2265850918378,5.65566283066149,6.247691882378718,5.8675980170575,5.562502071729527,6.12154052954366,6.141507830474311
5.0036124564857705,5.74511291757735,5.202569409773449,4.850237457687795,4.760082429227876,4.89894186274183,5.885887319208465,5.086471890471339,4.9735907153781245,4.952539577399837
6.126902260106314,6.387624332066228,6.523112721420207,5.734428743235879,5.791555798554478,6.179803207722534,6.392741323497933,5.391887513033783,5.704049326326422,5.380757492544633
6.075809273177541,5.937828788420061,6.329870447578868,6.653196853203324,6.319498459919949,6.005634234114223,6.826936370979808,6.193770517468884,6.434548380904667,5.726501272004991
5.946936228717073,5.7862165037793085,5.938970817784064,5.856082563487689,6.008875903917266,5.926526418127118,6.373577720595368,5.897195084101488,5.850667726690063,5.758849414213784
4.551714938130757,4.087275801994161,5.114480904548212,3.377882129390459,3.7077647707826897,3.733398674259505,4.134716667022964,3.6065382764492497,3.3880926739493216,3.880180127349683
5.778884353214646,5.944872733840879,6.019367119335365,6.57576134530008,6.0851985009279295,6.346674128748296,6.439114757867704,6.008368224344595,5.9071229115468205,6.247618279690319
5.532564877098407,4.537459428059462,3.818001731213279,4.605293858145754,4.512849943103551,5.338414055132132,4.617864583489943,3.718430904012096,4.353207198496172,3.711678929121432
3.2237134692441347,3.559753219437175,4.644333381118665,3.4088276968617195,4.379086049925928,4.530700534510586,3.94546056974482,4.287582499322558,3.317120640004766,3.648041220825368
5.210056580754763,5.4762442534647615,5.508594476547058,4.571347540100989,4.536526975553193,4.716976989684883,4.745748876911822,5.112265540522922,4.859611707268112,5.451374662319468
7.126188083138625,7.073423808053785,7.073423808053785,7.360560121260223,7.110523119271057,7.073423808053785,7.202975767720277,7.172841820361708,7.17649924762896,7.073423808053785
7.0044615682091935,7.323174623864413,7.070987909263465,7.164574858510093,7.131851534441511,7.0044615682091935,7.181325078187717,7.1418800432720575,7.015333143980121,7.0044615682091935
6.823549960909005,6.701717005303623,6.473502857241927,6.935550657642345,6.649502708667012,6.8752508151994105,6.715631808297376,6.478891948768941,6.589822977348609,6.519574814696747
6.591431967064445,6.334647650187416,6.4413248123898725,6.28823636505391,6.393214379780182,6.825258902882156,6.452790285814648,6.28823636505391,6.55295168484563,6.28823636505391
7.005634250998783,6.099076345416317,7.16858007594494,5.548239124532932,5.623964852850856,5.788897502691638,6.969880554957194,5.727478535560538,6.256715333902572,5.548239124532932
6.791080542888812,6.9657917687678,7.179943175954995,7.190087629989068,6.340597811113404,6.872677758028249,6.573040711767754,6.8852914179380384,6.559255943945663,6.878892033889086
7.062915921248959,7.238902575024587,7.382894791814411,7.241014092834975,7.072378922665054,7.321324503293757,7.291275929890023,6.8893794287136005,7.122899257991218,6.666208846423487
6.585521554373658,7.099232855944896,6.90277200976917,6.691801304790532,6.69760991825707,7.131178915340596,6.752546954003702,6.507499518865264,6.61637893132753,6.4771127337153205
6.879547135558353,6.162024725395408,6.975275126694011,6.284642188527444,5.8154190136271975,6.609268819925029,5.419247320537199,5.93029909678135,5.728598840271078,6.113302280467377
6.526776235898974,6.526776235898974,6.683959390872901,6.946948518975581,6.844387513162229,6.884808086632048,6.777382388652641,6.526776235898974,6.526776235898974,6.708658924209362
6.666324941438038,6.496590755814617,6.701590322071375,6.380248156222813,6.788960545844463,6.3402439275308655,6.592700349803149,6.507564237955204,6.705902809257367,6.713763868025897
6.4668962691449225,6.591042733764854,6.697608186517539,6.941715255672817,6.940614559564411,6.349412430233809,6.417916087304181,7.008750191721639,6.753679247128289,6.944627831993862
6.53008017187557,5.903584262146827,5.809369136231856,5.830958279569339,5.650711733015492,5.901163066744075,7.004412595811281,5.640034738178469,5.9250378708088896,5.66607700164063
6.001853636231493,6.044411078400067,5.826457860500587,5.624903171006137,5.737568299004784,5.815655294774731,5.812942447045686,5.927258038183844,5.745716448457385,5.763453213249363
5.529790600565288,5.7426341168260535,5.686099850945314,5.845339826453033,5.516229213534321,6.042898944418432,6.140369590351364,5.037343103437525,6.174796048861079,5.887278175709199
5.820430890919877,6.621008782846774,5.559129969879471,5.193994665319917,6.662116400116937,6.0119091053719655,5.302342461078024,6.230458036660345,5.604429926867505,6.5734210764866505
6.19376185527935,6.580606865747733,5.281586845508375,6.3258607709241765,5.913263433394378,5.605132471377621,5.394087023676641,5.596289344420769,5.681519417145174,5.462018466847444
6.859884623551992,5.648080650230152,5.72326852141696,5.82214220696523,5.071021854779439,5.370505288229658,6.18752420578641,5.665632423574338,5.953074526590807,4.998501646985502
5.76581031615558,5.509527789500994,5.811280523381207,5.769358543452956,5.775809854252451,5.742907218723802,5.91427417512806,5.7047287001140505,5.531994587790369,5.753020668910422
5.628138823027694,5.25992338840862,5.55970984187008,5.725190088608663,5.25992338840862,6.421564930914779,5.25992338840862,5.25992338840862,5.25992338840862,5.653311036715833
5.811022278647878,6.0555952044095065,5.849395300294024,5.938450146840959,5.831788747916476,5.89215791980934,6.480007642163975,6.183528680812387,6.172862525843862,5.734366989166007
6.071572930185651,5.905272087398116,5.82777850239717,5.828572037453552,6.038842907130862,5.796437834286265,5.9407617739241605,5.787719416441541,5.789093305160611,5.602894416805026
4.373084525357197,4.498188563066231,4.872955648230973,5.913881897634908,4.837907575667141,5.46667367723147,4.6345169778990485,4.261942707019767,4.62159105741096,4.247643575948248
5.252604890753603,5.737586709232921,4.690100958752528,5.691824835829045,4.824819937514398,5.539264730033244,5.617073200196288,4.874321882780113,6.129789564976018,5.8933644572676105
4.400752448746292,4.627030676169374,4.270375866524741,3.981736994125478,4.1372214733906105,4.420789537350852,4.023764761270783,4.153166514929711,4.136585781252546,3.8265399497934154
4.622278526700858,4.039783233708829,3.615953846058347,3.927744213498431,4.777565299296224,3.402330693526301,4.614616225561772,3.647364936076477,3.788786730968188,3.5425917240239784
4.362935580924998,4.579859728994531,4.362935580924998,4.362935580924998,4.362935580924998,4.405338123465913,4.382369873130416,4.362935580924998,4.362935580924998,4.362935580924998
4.189507633262854,4.189507633262854,4.6218570343521455,4.865537464578398,4.7514975534743735,4.189507633262854,4.437910037830101,4.189507633262854,4.792743771707992,4.189507633262854
4.369362826059929,4.435923306301705,4.595593555779799,4.701977387439943,4.233564222861436,4.875762281073211,4.737395759974735,4.830459717915868,4.27588081943364,4.710223494848126
5.855401677456687,6.425481038725093,5.643018679448794,5.955031797022017,5.81823534364896,5.878880406617298,5.712502495317736,6.007632525178593,5.579980042576733,5.84066085561138
5.549145601829277,5.666563811308061,5.485428029287625,5.257258656901045,5.543658357725359,5.597289236545781,5.719986372854685,5.408120494337432,5.457079903967396,5.88073336761382
5.091816632175057,5.145886864856918,5.187640070146123,5.143057928356019,5.3396234598959325,5.091816632175057,5.091816632175057,5.1380434666356365,5.164830079034776,5.237167233998293
5.558233590266289,5.867905297521283,5.139855222646578,5.490348095837603,5.166523322588678,5.217598495262524,5.6188973192579,5.179124172171569,5.944184773089394,5.377987716919588
5.004994072512718,5.004994072512718,5.004994072512718,5.337595870982092,5.842049556461806,5.004994072512718,5.011797803182545,5.004994072512718,5.004994072512718,5.933176812281052
5.58627220602735,5.640762705220043,5.115348656632401,5.119321777578363,5.977536852071388,6.864821412500169,5.741324092355214,5.053646857007309,5.694504003234998,4.923321782462831
5.058499561021175,5.429216143681362,5.066239330314474,5.342398448905649,5.116058295387012,5.909318119667161,6.019036495218487,5.626873470086073,5.021996471287571,5.148415630174888
4.560947667834792,4.427794102430072,4.860627730123243,4.407036578485351,4.07923236936201,4.589278744493015,5.316437603247231,4.501766068479213,4.382540410828413,4.631201041090445
5.20275075872916,6.017243233110558,5.056515807097454,5.453410796585423,5.757924266207127,5.139323839616988,5.629153763441584,5.1631530623861766,4.981910025025907,5.37076125046969
5.4253899063029145,5.628155945855387,5.131429150214408,5.077857695221133,5.379493681361186,5.608256226467746,5.497866598016952,4.688001097400719,5.528243460590833,5.750539269991494
6.732344730791182,6.258828452819996,6.644067715216703,6.452247794924452,6.32424692964771,6.539043649794239,6.444450717502001,5.913030253087623,6.0566613433938,5.913030253087623
6.750862915469745,6.900393485040645,6.858903907946308,6.745774917050252,6.7304945288582205,7.0641994256327685,6.752851582045148,6.77799570355175,6.823175590331356,7.00573636707589
6.301882706526498,6.267671960595548,6.625850107994178,6.392577770282695,6.510885001351404,6.670509307419312,6.33666915640079,6.033677848160681,6.439496927053519,6.450533141815451
6.618403141364092,5.549165416215995,5.556570344795608,6.149364764296365,5.821929319063613,5.763090330349026,5.451503719139595,4.934030420200397,4.8836729336732825,5.89308786346204
5.655277997718977,6.036675046171757,5.876458838095686,5.788218299903007,5.835220168555297,6.147386033629817,5.778750153106477,5.764197787326943,6.019234601306451,6.377281812912551
6.547750313981545,6.474901448786634,5.977308180282753,6.248847874087614,6.475222590337544,6.262234051909932,6.624720624669731,6.0274552050807255,6.4159340957242925,5.995585340711025
6.145792273566767,6.74450547879173,6.4451013240119535,6.375821364289772,6.541861371718049,6.351240349833189,6.351952488934008,6.056270503287827,6.585883906384014,6.595073144772879
5.273647705625577,5.499957024266141,6.594653326383168,5.295574482674512,5.063600384425316,4.8878956445670605,4.584129616724854,5.421892464752365,5.50181696211417,5.206291850279639
6.7163599125934335,7.061018306488887,6.687071019037218,6.496341305882411,6.724891897860242,6.677556817727928,6.580182072746097,6.613797627549559,7.1914852094449415,5.965730691861769
5.643760092518376,5.583759952269799,6.561208265431475,5.520674173700423,5.631514267374932,5.932583337031702,5.692818436744759,5.538787637606015,6.320122947699252,5.632134753323119
6.742975188549648,6.6736846974872455,6.418203337810771,6.677491779380778,6.108522312921906,6.978299285179493,5.9029503145802,6.201974392280117,6.05837888710775,5.559276813623392
5.786553897071831,5.608083319270137,5.711344897522655,6.298397391334317,5.8390829101466135,5.727804656960031,5.271891646052806,5.21653502380596,5.190545782615596,5.417688365895874
5.467331657178584,5.559542439522248,5.03824608093121,4.901556752958194,5.613870252688205,5.79031798688504,5.250681804142155,5.233239320853097,5.459479394966515,5.175533575731666
6.203535945981367,5.15577935691829,5.760144943044678,5.845467425964438,5.442084028841868,5.725558496751329,5.978670015757306,6.449608845121918,5.832620832678548,5.005071232863269
7.023131580363308,7.023131580363308,7.023131580363308,7.023131580363308,7.023131580363308,7.023131580363308,7.107054543033392,7.023131580363308,7.046757250099143,7.023131580363308
6.689954990088342,6.633531096570587,6.942242480634796,6.633531096570587,6.633531096570587,6.884357934117484,6.633531096570587,6.764883660465752,6.633531096570587,6.633531096570587
6.88165332054426,6.562338218609424,6.562338218609424,7.0929984331513865,6.562338218609424,6.562338218609424,6.689678198786816,6.621379743460624,6.562338218609424,6.562338218609424
6.651922422580291,6.652491575791339,6.614006793533875,6.499019974382657,6.488258296881071,7.030811460194015,6.431697006535871,6.8233431230636405,6.945314953872543,6.277446272468037
6.983668793259878,7.045458326137554,6.620381207995531,6.464971863419612,6.770832250866055,6.834214577323528,7.063372080276055,6.687975267410315,6.53555804635487,7.232849377787643
6.445707774365537,6.967785565545643,6.248730853159209,6.781464066302552,6.597265098742655,6.882854853956415,6.79080384088965,6.41935610156894,6.562133636305116,6.8580850461990055
6.694108986293393,7.064166637080228,6.404324300878702,6.7413807896823865,7.021731591566259,6.588129392625159,7.245124196066371,6.751635713881319,7.091536727670323,7.140703650015447
