,N20N,N20H,N40N,N40H,H20N,H20H,H40N,H40H
1,8.939628940318736e-05,2.973580087149596e-05,0.000127086678735323,2.973580087149596e-05,0.2809810273718397,8.939628940318736e-05,0.544399952845279,0.000127086678735323
2,0.0029311385842048327,0.0024161204344480703,0.0029311385842048327,0.0024161204344480703,0.02253943690403927,0.0035431156506328617,0.014197516679889095,0.0024161204344480703
3,8.177343926527512e-05,0.0002963119315881283,0.00011646943038297535,0.0002963119315881283,0.0006098706865794793,0.0014000642901808723,0.000769286004300398,0.00112236752493382
4,0.000966319579181964,0.0005639188750057307,0.0008304252252177673,0.0004814674464795194,0.0014000642901808723,0.002650717664021045,0.0015057420612121853,0.007999495149173846
