2 3 4 2 2 3 3 3 3 4
5 9 5 13 2 5 3 4 5 7
4 4 4 4 6 3 4 4 4 4
4 3 5 3 3 7 6 5 4 9
5 3 7 10 4 5 8 2 5 7
3 3 4 2 2 3 2 4 3 2
